id_venda,data_venda,id_cliente,nome_cliente,cidade,estado,categoria,produto,quantidade,valor_unitario,desconto,valor_total,forma_pagamento,avaliacao_cliente,mes,ano,trimestre
979,2024-09-16,23,Cliente_0023,Recife,Pe,Alimentos,Chocolate Belga,3,34.97,0.0,104.91,Cartão De Crédito,4.0,Setembro,2024,3
980,2024-04-09,204,Cliente_0204,Maringá,Pr,Casa & Decoração,Vaso,4,90.72,0.2,290.3,Cartão De Crédito,2.0,Abril,2024,2
981,2024-02-12,281,Cliente_0281,Caruaru,Pe,Vestuário,Tênis,4,289.09,0.0,1156.36,Pix,5.0,Fevereiro,2024,1
982,2024-01-10,311,Cliente_0311,Caruaru,Pe,Casa & Decoração,Tapete,2,315.2,0.0,630.4,Cartão De Crédito,3.0,Janeiro,2024,1
983,2024-05-19,79,Cliente_0079,Petrópolis,Rj,Casa & Decoração,Tapete,1,275.47,0.15,234.15,Cartão De Crédito,4.0,Maio,2024,2
984,2024-11-21,416,Cliente_0416,Feira De Santana,Ba,Eletrônicos,Smartwatch,1,732.02,0.2,585.62,Pix,4.0,Novembro,2024,4
985,2024-01-03,25,Cliente_0025,Caxias Do Sul,Rs,Eletrônicos,Tablet,1,1254.77,0.1,1129.29,Boleto,5.0,Janeiro,2024,1
986,2024-08-03,15,Cliente_0015,Salvador,Ba,Vestuário,Tênis,1,298.73,0.0,298.73,Cartão De Crédito,5.0,Agosto,2024,3
987,2024-03-26,23,Cliente_0023,Salvador,Ba,Vestuário,Camiseta,2,61.22,0.15,104.07,Cartão De Crédito,4.0,Março,2024,1
988,2024-04-16,479,Cliente_0479,Aparecida De Goiânia,Go,Alimentos,Azeite Importado,2,77.97,0.1,140.35,Dinheiro,4.0,Abril,2024,2
989,2024-03-29,8,Cliente_0008,Salvador,Ba,Eletrônicos,Notebook,3,3322.48,0.0,9967.44,Cartão De Crédito,4.0,Março,2024,1
990,2024-05-22,333,Cliente_0333,Recife,Pe,Casa & Decoração,Tapete,1,318.08,0.15,270.37,Cartão De Crédito,5.0,Maio,2024,2
991,2024-12-30,275,Cliente_0275,Pelotas,Rs,Vestuário,Vestido,4,200.32,0.0,801.28,Dinheiro,5.0,Dezembro,2024,4
992,2024-12-22,199,Cliente_0199,Petrópolis,Rj,Vestuário,Tênis,3,310.64,0.15,792.13,Dinheiro,5.0,Dezembro,2024,4
993,2024-12-07,247,Cliente_0247,Juiz De Fora,Mg,Vestuário,Tênis,3,285.37,0.2,684.89,Cartão De Crédito,2.0,Dezembro,2024,4
994,2024-10-27,361,Cliente_0361,Aparecida De Goiânia,Go,Casa & Decoração,Vaso,2,90.61,0.1,163.1,Cartão De Crédito,5.0,Outubro,2024,4
995,2024-05-04,318,Cliente_0318,Vitória Da Conquista,Ba,Eletrônicos,Fone De Ouvido,4,340.27,0.2,1088.86,Cartão De Crédito,3.0,Maio,2024,2
996,2024-11-24,20,Cliente_0020,Salvador,Ba,Casa & Decoração,Quadro Decorativo,4,173.56,0.0,694.24,Pix,4.0,Novembro,2024,4
997,2024-01-21,267,Cliente_0267,Uberlândia,Mg,Casa & Decoração,Quadro Decorativo,3,204.77,0.15,522.16,Cartão De Crédito,5.0,Janeiro,2024,1
998,2024-05-04,106,Cliente_0106,Vitória Da Conquista,Ba,Alimentos,Café Premium,3,41.73,0.0,125.19,Dinheiro,4.0,Maio,2024,2
999,2024-04-03,227,Cliente_0227,Joinville,Sc,Vestuário,Calça Jeans,5,162.42,0.0,812.1,Cartão De Crédito,5.0,Abril,2024,2
1000,2024-03-05,47,Cliente_0047,Salvador,Ba,Casa & Decoração,Luminária,2,127.61,0.0,255.22,Pix,3.0,Março,2024,1
1001,2024-08-27,160,Cliente_0160,Goiânia,Go,Vestuário,Calça Jeans,4,139.62,0.15,474.71,Cartão De Crédito,3.0,Agosto,2024,3
1002,2024-10-22,230,Cliente_0230,Florianópolis,Sc,Casa & Decoração,Tapete,3,301.51,0.0,904.53,Cartão De Crédito,5.0,Outubro,2024,4
1003,2024-08-29,226,Cliente_0226,Londrina,Pr,Casa & Decoração,Luminária,4,138.62,0.0,554.48,Pix,4.0,Agosto,2024,3
1004,2024-02-12,389,Cliente_0389,Recife,Pe,Casa & Decoração,Tapete,4,312.89,0.05,1188.98,Cartão De Crédito,5.0,Fevereiro,2024,1
1005,2024-06-05,233,Cliente_0233,Uberlândia,Mg,Vestuário,Jaqueta,4,264.27,0.05,1004.23,Pix,4.0,Junho,2024,2
1006,2024-03-20,470,Cliente_0470,Curitiba,Pr,Casa & Decoração,Luminária,4,133.1,0.0,532.4,Cartão De Crédito,3.0,Março,2024,1
1007,2024-07-10,197,Cliente_0197,Juazeiro Do Norte,Ce,Alimentos,Chocolate Belga,4,36.35,0.15,123.59,Pix,4.0,Julho,2024,3
1008,2024-03-24,100,Cliente_0100,São Paulo,Sp,Eletrônicos,Tablet,4,1283.81,0.1,4621.72,Dinheiro,5.0,Março,2024,1
1009,2024-01-30,334,Cliente_0334,Olinda,Pe,Alimentos,Granola,3,26.6,0.15,67.83,Cartão De Crédito,4.0,Janeiro,2024,1
1010,2024-12-27,347,Cliente_0347,Recife,Pe,Vestuário,Calça Jeans,3,148.68,0.15,379.13,Pix,2.0,Dezembro,2024,4
1011,2024-05-06,309,Cliente_0309,Joinville,Sc,Vestuário,Tênis,2,282.33,0.0,564.66,Pix,4.0,Maio,2024,2
1012,2024-12-27,301,Cliente_0301,Rio De Janeiro,Rj,Vestuário,Camiseta,4,64.75,0.05,246.05,Cartão De Crédito,5.0,Dezembro,2024,4
1013,2024-06-03,257,Cliente_0257,Uberlândia,Mg,Vestuário,Vestido,3,205.79,0.15,524.76,Pix,5.0,Junho,2024,2
1014,2024-02-15,56,Cliente_0056,Pelotas,Rs,Casa & Decoração,Almofada,4,62.64,0.2,200.45,Boleto,5.0,Fevereiro,2024,1
1015,2024-07-22,358,Cliente_0358,Pelotas,Rs,Alimentos,Whey Protein,2,196.77,0.15,334.51,Dinheiro,4.0,Julho,2024,3
1016,2024-08-01,336,Cliente_0336,Rio De Janeiro,Rj,Casa & Decoração,Luminária,4,139.97,0.1,503.89,Cartão De Crédito,4.0,Agosto,2024,3
1017,2024-09-06,94,Cliente_0094,Juiz De Fora,Mg,Vestuário,Tênis,2,279.9,0.0,559.8,Cartão De Crédito,4.0,Setembro,2024,3
1018,2024-04-08,133,Cliente_0133,Salvador,Ba,Vestuário,Calça Jeans,2,151.02,0.2,241.63,Boleto,5.0,Abril,2024,2
1019,2024-05-30,44,Cliente_0044,Petrópolis,Rj,Casa & Decoração,Almofada,2,74.73,0.0,149.46,Cartão De Crédito,4.0,Maio,2024,2
1020,2024-12-10,390,Cliente_0390,Florianópolis,Sc,Alimentos,Café Premium,4,40.81,0.05,155.08,Cartão De Crédito,3.0,Dezembro,2024,4
1021,2024-01-04,193,Cliente_0193,São Paulo,Sp,Eletrônicos,Smartwatch,2,831.59,0.1,1496.86,Dinheiro,4.0,Janeiro,2024,1
1022,2024-06-21,190,Cliente_0190,Caruaru,Pe,Alimentos,Chocolate Belga,5,33.58,0.05,159.5,Cartão De Crédito,5.0,Junho,2024,2
1023,2024-11-08,30,Cliente_0030,Maringá,Pr,Alimentos,Whey Protein,4,205.04,0.05,779.15,Boleto,5.0,Novembro,2024,4
1024,2024-03-12,14,Cliente_0014,Olinda,Pe,Eletrônicos,Smartphone,4,1969.58,0.15,6696.57,Boleto,4.0,Março,2024,1
1025,2024-12-03,446,Cliente_0446,Londrina,Pr,Alimentos,Whey Protein,5,205.79,0.15,874.61,Cartão De Crédito,4.0,Dezembro,2024,4
1026,2024-01-24,497,Cliente_0497,Curitiba,Pr,Vestuário,Camiseta,3,58.7,0.2,140.88,Cartão De Crédito,5.0,Janeiro,2024,1
1027,2024-11-09,407,Cliente_0407,Joinville,Sc,Casa & Decoração,Tapete,4,320.65,0.15,1090.21,Cartão De Crédito,3.0,Novembro,2024,4
1028,2024-12-30,74,Cliente_0074,Juazeiro Do Norte,Ce,Casa & Decoração,Luminária,5,137.89,0.0,689.45,Boleto,5.0,Dezembro,2024,4
1029,2024-12-10,281,Cliente_0281,Recife,Pe,Eletrônicos,Notebook,3,3373.37,0.2,8096.09,Pix,5.0,Dezembro,2024,4
1030,2024-05-04,109,Cliente_0109,Olinda,Pe,Casa & Decoração,Luminária,5,137.49,0.0,687.45,Dinheiro,3.0,Maio,2024,2
1031,2024-06-16,463,Cliente_0463,Caucaia,Ce,Eletrônicos,Smartphone,1,1633.32,0.0,1633.32,Cartão De Crédito,,Junho,2024,2
1032,2024-11-20,372,Cliente_0372,Petrópolis,Rj,Alimentos,Chocolate Belga,2,35.67,0.1,64.21,Boleto,4.0,Novembro,2024,4
1033,2024-06-24,194,Cliente_0194,Blumenau,Sc,Alimentos,Whey Protein,1,178.79,0.15,151.97,Pix,5.0,Junho,2024,2
1034,2024-02-29,149,Cliente_0149,Fortaleza,Ce,Casa & Decoração,Almofada,2,63.76,0.0,127.52,Cartão De Crédito,3.0,Fevereiro,2024,1
1035,2024-06-09,489,Cliente_0489,Joinville,Sc,Vestuário,Camiseta,2,54.01,0.2,86.42,Pix,4.0,Junho,2024,2
1036,2024-07-17,217,Cliente_0217,Blumenau,Sc,Alimentos,Café Premium,2,46.77,0.2,74.83,Cartão De Crédito,4.0,Julho,2024,3
1037,2024-07-21,5,Cliente_0005,Blumenau,Sc,Vestuário,Jaqueta,2,241.03,0.0,482.06,Pix,4.0,Julho,2024,3
1038,2024-11-03,146,Cliente_0146,Feira De Santana,Ba,Vestuário,Tênis,4,312.44,0.0,1249.76,Pix,3.0,Novembro,2024,4
1039,2024-03-04,141,Cliente_0141,Londrina,Pr,Eletrônicos,Smartwatch,5,730.46,0.15,3104.46,Pix,,Março,2024,1
1040,2024-06-19,79,Cliente_0079,Caruaru,Pe,Casa & Decoração,Tapete,4,287.95,0.0,1151.8,Cartão De Crédito,5.0,Junho,2024,2
1041,2024-12-03,468,Cliente_0468,Uberlândia,Mg,Vestuário,Camiseta,4,59.47,0.0,237.88,Dinheiro,5.0,Dezembro,2024,4
1042,2024-07-19,201,Cliente_0201,Caucaia,Ce,Casa & Decoração,Quadro Decorativo,4,199.99,0.0,799.96,Pix,3.0,Julho,2024,3
1043,2024-06-14,386,Cliente_0386,Anápolis,Go,Alimentos,Whey Protein,1,182.15,0.0,182.15,Boleto,5.0,Junho,2024,2
1044,2024-03-11,227,Cliente_0227,Olinda,Pe,Eletrônicos,Fone De Ouvido,2,358.81,0.1,645.86,Cartão De Crédito,5.0,Março,2024,1
1045,2024-11-29,5,Cliente_0005,Vitória Da Conquista,Ba,Vestuário,Calça Jeans,2,160.5,0.15,272.85,Boleto,4.0,Novembro,2024,4
1046,2024-02-19,183,Cliente_0183,Juazeiro Do Norte,Ce,Eletrônicos,Notebook,2,3581.1,0.0,7162.2,Cartão De Crédito,5.0,Fevereiro,2024,1
1047,2024-08-10,497,Cliente_0497,Aparecida De Goiânia,Go,Eletrônicos,Smartphone,3,1703.87,0.1,4600.45,Pix,3.0,Agosto,2024,3
1048,2024-06-03,353,Cliente_0353,Rio De Janeiro,Rj,Vestuário,Camiseta,4,53.39,0.05,202.88,Cartão De Crédito,4.0,Junho,2024,2
1049,2024-11-19,335,Cliente_0335,Olinda,Pe,Casa & Decoração,Luminária,4,138.55,0.0,554.2,Cartão De Crédito,4.0,Novembro,2024,4
1050,2024-01-12,301,Cliente_0301,Niterói,Rj,Eletrônicos,Smartphone,5,1627.66,0.0,8138.3,Pix,4.0,Janeiro,2024,1
1051,2024-11-26,360,Cliente_0360,Florianópolis,Sc,Alimentos,Café Premium,4,48.37,0.05,183.81,Pix,4.0,Novembro,2024,4
1052,2024-07-26,417,Cliente_0417,Petrópolis,Rj,Eletrônicos,Fone De Ouvido,5,352.03,0.0,1760.15,Cartão De Crédito,5.0,Julho,2024,3
1053,2024-11-29,64,Cliente_0064,Aparecida De Goiânia,Go,Casa & Decoração,Luminária,5,140.33,0.15,596.4,Cartão De Crédito,5.0,Novembro,2024,4
1054,2024-10-11,229,Cliente_0229,Blumenau,Sc,Eletrônicos,Notebook,2,3709.15,0.0,7418.3,Cartão De Crédito,5.0,Outubro,2024,4
1055,2024-10-14,132,Cliente_0132,Vitória Da Conquista,Ba,Vestuário,Jaqueta,2,273.8,0.0,547.6,Cartão De Crédito,5.0,Outubro,2024,4
1056,2024-08-04,484,Cliente_0484,Caxias Do Sul,Rs,Eletrônicos,Smartwatch,5,776.11,0.0,3880.55,Cartão De Crédito,5.0,Agosto,2024,3
1057,2024-03-12,296,Cliente_0296,Pelotas,Rs,Eletrônicos,Smartwatch,5,842.75,0.05,4003.06,Cartão De Crédito,4.0,Março,2024,1
1058,2024-02-20,340,Cliente_0340,Aparecida De Goiânia,Go,Alimentos,Granola,2,27.45,0.15,46.66,Cartão De Crédito,5.0,Fevereiro,2024,1
1059,2024-10-09,111,Cliente_0111,Porto Alegre,Rs,Vestuário,Calça Jeans,2,148.4,0.1,267.12,Cartão De Crédito,4.0,Outubro,2024,4
1060,2024-11-28,463,Cliente_0463,Anápolis,Go,Casa & Decoração,Luminária,3,132.29,0.05,377.03,Pix,3.0,Novembro,2024,4
1061,2024-11-18,376,Cliente_0376,Juiz De Fora,Mg,Alimentos,Chocolate Belga,2,37.62,0.0,75.24,Pix,4.0,Novembro,2024,4
1062,2024-03-24,215,Cliente_0215,Blumenau,Sc,Vestuário,Tênis,5,327.95,0.1,1475.78,Cartão De Crédito,5.0,Março,2024,1
1063,2024-05-18,64,Cliente_0064,Santos,Sp,Casa & Decoração,Vaso,2,93.78,0.0,187.56,Pix,4.0,Maio,2024,2
1064,2024-06-19,399,Cliente_0399,Maringá,Pr,Casa & Decoração,Luminária,1,126.88,0.0,126.88,Boleto,4.0,Junho,2024,2
1065,2024-07-12,488,Cliente_0488,São Paulo,Sp,Vestuário,Tênis,4,294.3,0.0,1177.2,Dinheiro,3.0,Julho,2024,3
1066,2024-09-27,179,Cliente_0179,Pelotas,Rs,Vestuário,Jaqueta,4,260.83,0.0,1043.32,Boleto,5.0,Setembro,2024,3
1067,2024-07-18,93,Cliente_0093,Rio De Janeiro,Rj,Alimentos,Granola,2,26.54,0.0,53.08,Pix,4.0,Julho,2024,3
1068,2024-12-17,263,Cliente_0263,Florianópolis,Sc,Casa & Decoração,Vaso,3,82.07,0.0,246.21,Pix,5.0,Dezembro,2024,4
1069,2024-11-23,499,Cliente_0499,Blumenau,Sc,Vestuário,Vestido,3,183.5,0.0,550.5,Boleto,4.0,Novembro,2024,4
1070,2024-08-27,258,Cliente_0258,Uberlândia,Mg,Casa & Decoração,Vaso,3,85.21,0.2,204.5,Dinheiro,4.0,Agosto,2024,3
1071,2024-06-09,433,Cliente_0433,Niterói,Rj,Vestuário,Tênis,4,286.82,0.2,917.82,Cartão De Crédito,3.0,Junho,2024,2
1072,2024-05-26,284,Cliente_0284,Juiz De Fora,Mg,Vestuário,Camiseta,1,55.86,0.0,55.86,Boleto,5.0,Maio,2024,2
1073,2024-09-11,264,Cliente_0264,Aparecida De Goiânia,Go,Eletrônicos,Tablet,2,1090.1,0.05,2071.19,Pix,5.0,Setembro,2024,3
1074,2024-01-04,366,Cliente_0366,Santos,Sp,Eletrônicos,Tablet,2,1084.29,0.2,1734.86,Pix,4.0,Janeiro,2024,1
1075,2024-11-06,230,Cliente_0230,Aparecida De Goiânia,Go,Alimentos,Whey Protein,5,207.44,0.0,1037.2,Pix,5.0,Novembro,2024,4
1076,2024-06-29,488,Cliente_0488,Niterói,Rj,Vestuário,Calça Jeans,2,146.85,0.1,264.33,Pix,2.0,Junho,2024,2
1077,2024-10-03,436,Cliente_0436,Niterói,Rj,Vestuário,Tênis,2,292.08,0.2,467.33,Cartão De Crédito,5.0,Outubro,2024,4
1078,2024-11-19,292,Cliente_0292,Caxias Do Sul,Rs,Alimentos,Chocolate Belga,2,36.26,0.0,72.52,Dinheiro,4.0,Novembro,2024,4
1079,2024-01-04,316,Cliente_0316,Joinville,Sc,Eletrônicos,Tablet,1,1132.38,0.0,1132.38,Cartão De Crédito,4.0,Janeiro,2024,1
1080,2024-06-30,5,Cliente_0005,Maringá,Pr,Eletrônicos,Smartphone,2,1961.99,0.05,3727.78,Pix,3.0,Junho,2024,2
1081,2024-09-06,4,Cliente_0004,Goiânia,Go,Eletrônicos,Smartwatch,4,845.82,0.0,3383.28,Pix,3.0,Setembro,2024,3
1082,2024-08-07,457,Cliente_0457,Juazeiro Do Norte,Ce,Vestuário,Vestido,3,173.48,0.0,520.44,Boleto,3.0,Agosto,2024,3
1083,2024-08-10,3,Cliente_0003,Recife,Pe,Eletrônicos,Tablet,2,1180.22,0.0,2360.44,Boleto,4.0,Agosto,2024,3
1084,2024-07-21,216,Cliente_0216,Feira De Santana,Ba,Vestuário,Camiseta,1,63.47,0.0,63.47,Dinheiro,5.0,Julho,2024,3
1085,2024-08-03,251,Cliente_0251,Olinda,Pe,Vestuário,Calça Jeans,3,162.25,0.0,486.75,Boleto,4.0,Agosto,2024,3
1086,2024-02-26,491,Cliente_0491,Caucaia,Ce,Vestuário,Tênis,4,297.05,0.0,1188.2,Cartão De Crédito,3.0,Fevereiro,2024,1
1087,2024-12-13,425,Cliente_0425,Goiânia,Go,Vestuário,Tênis,2,305.78,0.0,611.56,Dinheiro,4.0,Dezembro,2024,4
1088,2024-02-12,390,Cliente_0390,Caruaru,Pe,Eletrônicos,Tablet,3,1120.09,0.05,3192.26,Pix,4.0,Fevereiro,2024,1
1089,2024-05-06,342,Cliente_0342,Porto Alegre,Rs,Vestuário,Calça Jeans,3,163.64,0.15,417.28,Cartão De Crédito,5.0,Maio,2024,2
1090,2024-10-29,323,Cliente_0323,Florianópolis,Sc,Eletrônicos,Smartwatch,2,757.07,0.2,1211.31,Cartão De Crédito,5.0,Outubro,2024,4
1091,2024-08-06,10,Cliente_0010,Campinas,Sp,Vestuário,Vestido,2,205.74,0.0,411.48,Cartão De Crédito,4.0,Agosto,2024,3
1092,2024-11-20,119,Cliente_0119,Caucaia,Ce,Eletrônicos,Tablet,3,1235.92,0.15,3151.6,Cartão De Crédito,4.0,Novembro,2024,4
1093,2024-02-26,138,Cliente_0138,Caucaia,Ce,Eletrônicos,Smartwatch,1,817.24,0.0,817.24,Dinheiro,4.0,Fevereiro,2024,1
1094,2024-01-01,27,Cliente_0027,Curitiba,Pr,Casa & Decoração,Tapete,2,299.76,0.0,599.52,Cartão De Crédito,5.0,Janeiro,2024,1
1095,2024-04-04,130,Cliente_0130,Pelotas,Rs,Alimentos,Chocolate Belga,1,33.11,0.05,31.45,Cartão De Crédito,5.0,Abril,2024,2
1096,2024-10-09,395,Cliente_0395,Petrópolis,Rj,Alimentos,Café Premium,1,42.09,0.15,35.78,Cartão De Crédito,5.0,Outubro,2024,4
1097,2024-11-28,142,Cliente_0142,Aparecida De Goiânia,Go,Alimentos,Granola,3,26.43,0.0,79.29,Cartão De Crédito,3.0,Novembro,2024,4
1098,2024-12-01,419,Cliente_0419,Florianópolis,Sc,Eletrônicos,Notebook,1,3280.51,0.1,2952.46,Pix,3.0,Dezembro,2024,4
1099,2024-08-30,390,Cliente_0390,Aparecida De Goiânia,Go,Eletrônicos,Smartphone,3,1900.65,0.0,5701.95,Pix,3.0,Agosto,2024,3
1100,2024-05-09,457,Cliente_0457,Feira De Santana,Ba,Eletrônicos,Notebook,5,3395.09,0.15,14429.13,Boleto,5.0,Maio,2024,2
1101,2024-02-04,248,Cliente_0248,Olinda,Pe,Alimentos,Azeite Importado,1,72.01,0.05,68.41,Dinheiro,4.0,Fevereiro,2024,1
1102,2024-01-24,490,Cliente_0490,Joinville,Sc,Eletrônicos,Notebook,2,3828.37,0.0,7656.74,Boleto,4.0,Janeiro,2024,1
1103,2024-09-19,498,Cliente_0498,Olinda,Pe,Vestuário,Vestido,5,203.51,0.2,814.04,Cartão De Crédito,3.0,Setembro,2024,3
1104,2024-04-15,95,Cliente_0095,Juazeiro Do Norte,Ce,Casa & Decoração,Almofada,5,74.9,0.0,374.5,Pix,1.0,Abril,2024,2
1105,2024-06-04,437,Cliente_0437,Olinda,Pe,Eletrônicos,Smartwatch,5,879.19,0.0,4395.95,Pix,4.0,Junho,2024,2
1106,2024-05-29,21,Cliente_0021,Salvador,Ba,Eletrônicos,Notebook,5,3271.73,0.0,16358.65,Dinheiro,5.0,Maio,2024,2
1107,2024-04-17,274,Cliente_0274,Porto Alegre,Rs,Alimentos,Whey Protein,2,185.08,0.2,296.13,Pix,3.0,Abril,2024,2
1108,2024-03-09,210,Cliente_0210,Petrópolis,Rj,Alimentos,Azeite Importado,5,83.08,0.0,415.4,Cartão De Crédito,5.0,Março,2024,1
1109,2024-05-11,498,Cliente_0498,Curitiba,Pr,Eletrônicos,Smartphone,3,1870.57,0.0,5611.71,Pix,1.0,Maio,2024,2
1110,2024-04-15,419,Cliente_0419,Pelotas,Rs,Eletrônicos,Tablet,5,1116.94,0.1,5026.23,Cartão De Crédito,4.0,Abril,2024,2
1111,2024-08-10,189,Cliente_0189,Fortaleza,Ce,Vestuário,Jaqueta,4,264.73,0.0,1058.92,Pix,3.0,Agosto,2024,3
1112,2024-10-18,252,Cliente_0252,Recife,Pe,Casa & Decoração,Tapete,2,282.52,0.0,565.04,Cartão De Crédito,5.0,Outubro,2024,4
1113,2024-07-20,352,Cliente_0352,Porto Alegre,Rs,Alimentos,Café Premium,2,42.51,0.2,68.02,Cartão De Crédito,4.0,Julho,2024,3
1114,2024-09-26,71,Cliente_0071,Feira De Santana,Ba,Eletrônicos,Tablet,4,1208.87,0.0,4835.48,Boleto,5.0,Setembro,2024,3
1115,2024-01-07,391,Cliente_0391,Fortaleza,Ce,Eletrônicos,Tablet,1,1222.31,0.2,977.85,Dinheiro,5.0,Janeiro,2024,1
1116,2024-11-03,7,Cliente_0007,Niterói,Rj,Vestuário,Calça Jeans,2,151.39,0.15,257.36,Cartão De Crédito,5.0,Novembro,2024,4
1117,2024-03-12,246,Cliente_0246,Maringá,Pr,Eletrônicos,Smartwatch,1,734.64,0.0,734.64,Boleto,5.0,Março,2024,1
1118,2024-01-29,279,Cliente_0279,Londrina,Pr,Vestuário,Tênis,2,321.57,0.0,643.14,Pix,5.0,Janeiro,2024,1
1119,2024-02-22,262,Cliente_0262,São Paulo,Sp,Eletrônicos,Smartphone,5,1715.62,0.0,8578.1,Cartão De Crédito,5.0,Fevereiro,2024,1
1120,2024-03-16,181,Cliente_0181,São Paulo,Sp,Eletrônicos,Notebook,4,3240.66,0.05,12314.51,Cartão De Crédito,5.0,Março,2024,1
1121,2024-02-22,490,Cliente_0490,Recife,Pe,Casa & Decoração,Luminária,1,139.03,0.0,139.03,Cartão De Crédito,5.0,Fevereiro,2024,1
1122,2024-03-18,92,Cliente_0092,Curitiba,Pr,Alimentos,Café Premium,1,49.1,0.1,44.19,Cartão De Crédito,4.0,Março,2024,1
1123,2024-05-26,179,Cliente_0179,Juiz De Fora,Mg,Vestuário,Vestido,3,202.69,0.1,547.26,Cartão De Crédito,5.0,Maio,2024,2
1124,2024-01-02,442,Cliente_0442,Pelotas,Rs,Casa & Decoração,Quadro Decorativo,1,200.7,0.2,160.56,Cartão De Crédito,5.0,Janeiro,2024,1
1125,2024-09-01,418,Cliente_0418,Uberlândia,Mg,Vestuário,Tênis,4,308.28,0.15,1048.15,Pix,2.0,Setembro,2024,3
1126,2024-07-16,181,Cliente_0181,Niterói,Rj,Alimentos,Whey Protein,2,190.92,0.0,381.84,Cartão De Crédito,4.0,Julho,2024,3
1127,2024-08-02,282,Cliente_0282,Curitiba,Pr,Casa & Decoração,Almofada,2,63.3,0.05,120.27,Pix,4.0,Agosto,2024,3
1128,2024-10-22,398,Cliente_0398,Petrópolis,Rj,Vestuário,Vestido,4,185.54,0.1,667.94,Pix,5.0,Outubro,2024,4
1129,2024-01-09,186,Cliente_0186,Curitiba,Pr,Eletrônicos,Notebook,2,3410.88,0.2,5457.41,Dinheiro,4.0,Janeiro,2024,1
1130,2024-08-23,74,Cliente_0074,Londrina,Pr,Eletrônicos,Smartphone,2,1713.51,0.0,3427.02,Pix,5.0,Agosto,2024,3
1131,2024-03-11,61,Cliente_0061,Salvador,Ba,Casa & Decoração,Tapete,1,312.36,0.15,265.51,Pix,5.0,Março,2024,1
1132,2024-02-24,340,Cliente_0340,Juazeiro Do Norte,Ce,Casa & Decoração,Luminária,1,128.89,0.15,109.56,Pix,4.0,Fevereiro,2024,1
1133,2024-05-05,40,Cliente_0040,Uberlândia,Mg,Vestuário,Camiseta,2,54.06,0.0,108.12,Boleto,1.0,Maio,2024,2
1134,2024-09-27,358,Cliente_0358,Uberlândia,Mg,Casa & Decoração,Tapete,2,282.27,0.15,479.86,Pix,5.0,Setembro,2024,3
1135,2024-01-31,452,Cliente_0452,Campinas,Sp,Alimentos,Chocolate Belga,1,36.28,0.0,36.28,Pix,5.0,Janeiro,2024,1
1136,2024-08-04,349,Cliente_0349,Belo Horizonte,Mg,Vestuário,Jaqueta,4,227.89,0.2,729.25,Pix,5.0,Agosto,2024,3
1137,2024-03-21,140,Cliente_0140,Anápolis,Go,Alimentos,Granola,2,29.97,0.05,56.94,Pix,5.0,Março,2024,1
1138,2024-07-19,95,Cliente_0095,Caucaia,Ce,Vestuário,Calça Jeans,1,148.86,0.0,148.86,Dinheiro,5.0,Julho,2024,3
1139,2024-07-13,85,Cliente_0085,Caruaru,Pe,Eletrônicos,Tablet,4,1195.34,0.2,3825.09,Cartão De Crédito,2.0,Julho,2024,3
1140,2024-07-04,309,Cliente_0309,Porto Alegre,Rs,Casa & Decoração,Tapete,1,304.53,0.0,304.53,Cartão De Crédito,5.0,Julho,2024,3
1141,2024-04-18,306,Cliente_0306,Juiz De Fora,Mg,Vestuário,Tênis,1,318.42,0.0,318.42,Dinheiro,1.0,Abril,2024,2
1142,2024-05-17,44,Cliente_0044,Vitória Da Conquista,Ba,Vestuário,Jaqueta,1,241.42,0.0,241.42,Pix,5.0,Maio,2024,2
1143,2024-01-05,183,Cliente_0183,Campinas,Sp,Casa & Decoração,Luminária,1,133.59,0.0,133.59,Dinheiro,5.0,Janeiro,2024,1
1144,2024-12-25,346,Cliente_0346,Caucaia,Ce,Vestuário,Tênis,3,302.93,0.0,908.79,Cartão De Crédito,3.0,Dezembro,2024,4
1145,2024-07-14,245,Cliente_0245,Belo Horizonte,Mg,Eletrônicos,Smartwatch,5,762.72,0.2,3050.88,Boleto,4.0,Julho,2024,3
1146,2024-11-16,48,Cliente_0048,Juiz De Fora,Mg,Alimentos,Whey Protein,4,203.31,0.0,813.24,Cartão De Crédito,5.0,Novembro,2024,4
1147,2024-11-07,334,Cliente_0334,Juiz De Fora,Mg,Vestuário,Calça Jeans,5,157.86,0.15,670.91,Boleto,4.0,Novembro,2024,4
1148,2024-08-08,21,Cliente_0021,Londrina,Pr,Casa & Decoração,Tapete,3,308.48,0.1,832.9,Boleto,5.0,Agosto,2024,3
1149,2024-03-19,291,Cliente_0291,Vitória Da Conquista,Ba,Casa & Decoração,Tapete,5,319.96,0.0,1599.8,Pix,5.0,Março,2024,1
1150,2024-02-18,233,Cliente_0233,Pelotas,Rs,Eletrônicos,Notebook,1,3757.11,0.05,3569.25,Dinheiro,4.0,Fevereiro,2024,1
1151,2024-02-15,37,Cliente_0037,Pelotas,Rs,Vestuário,Camiseta,3,61.46,0.0,184.38,Boleto,3.0,Fevereiro,2024,1
1152,2024-10-18,250,Cliente_0250,Caxias Do Sul,Rs,Alimentos,Chocolate Belga,2,37.36,0.0,74.72,Boleto,2.0,Outubro,2024,4
1153,2024-07-06,263,Cliente_0263,Blumenau,Sc,Casa & Decoração,Vaso,2,92.51,0.05,175.77,Dinheiro,5.0,Julho,2024,3
